Age,gender,PS/SD,Crime_Location,Crime_date,Crime_time,Allegation,Crime_datetime
45,1,8,8,23/08/2025,8:10:00 AM,21,2025-08-23 08:10:00
60,1,8,8,23/08/2025,8:10:00 AM,21,2025-08-23 08:10:00
48,1,8,8,23/08/2025,8:10:00 AM,21,2025-08-23 08:10:00
42,1,8,8,23/08/2025,8:10:00 AM,21,2025-08-23 08:10:00
65,1,8,8,23/08/2025,8:10:00 AM,21,2025-08-23 08:10:00
50,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
50,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
45,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
32,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
38,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
48,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
52,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
55,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
45,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
55,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
48,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
50,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
55,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
60,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
55,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
48,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
45,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
50,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
65,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
46,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
55,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
48,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
45,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
40,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
36,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
38,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
42,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
42,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
54,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
45,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
42,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
42,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
55,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
55,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
37,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
35,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
40,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
45,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
46,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
48,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
52,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
45,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
58,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
55,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
44,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
40,1,8,8,23/08/2025,8:10:00 AM,12,2025-08-23 08:10:00
50,1,8,8,23/08/2025,8:10:00 AM,12,2025-08-23 08:10:00
50,1,8,8,23/08/2025,8:10:00 AM,12,2025-08-23 08:10:00
45,1,8,8,23/08/2025,8:10:00 AM,12,2025-08-23 08:10:00
55,1,8,8,23/08/2025,8:10:00 AM,12,2025-08-23 08:10:00
55,1,8,8,23/08/2025,8:10:00 AM,12,2025-08-23 08:10:00
47,1,8,8,23/08/2025,8:10:00 AM,12,2025-08-23 08:10:00
48,1,8,8,23/08/2025,8:10:00 AM,12,2025-08-23 08:10:00
32,1,8,8,23/08/2025,8:10:00 AM,12,2025-08-23 08:10:00
35,1,8,8,23/08/2025,8:10:00 AM,12,2025-08-23 08:10:00
40,1,8,8,23/08/2025,8:10:00 AM,12,2025-08-23 08:10:00
38,1,8,8,23/08/2025,8:10:00 AM,12,2025-08-23 08:10:00
42,1,8,8,23/08/2025,8:10:00 AM,12,2025-08-23 08:10:00
50,1,8,8,23/08/2025,8:10:00 AM,12,2025-08-23 08:10:00
45,1,8,8,23/08/2025,8:10:00 AM,12,2025-08-23 08:10:00
28,1,8,8,23/08/2025,8:10:00 AM,12,2025-08-23 08:10:00
48,1,8,8,23/08/2025,8:10:00 AM,12,2025-08-23 08:10:00
38,1,8,8,23/08/2025,8:10:00 AM,12,2025-08-23 08:10:00
50,1,8,8,23/08/2025,8:10:00 AM,12,2025-08-23 08:10:00
42,1,8,8,23/08/2025,8:10:00 AM,12,2025-08-23 08:10:00
60,1,8,8,23/08/2025,8:10:00 AM,12,2025-08-23 08:10:00
47,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
45,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
52,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
72,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
54,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
50,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
33,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
63,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
38,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
52,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
73,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
77,0,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
42,1,8,8,23/08/2025,8:10:00 AM,12,2025-08-23 08:10:00
55,1,8,8,23/08/2025,8:10:00 AM,12,2025-08-23 08:10:00
47,1,8,8,23/08/2025,8:10:00 AM,12,2025-08-23 08:10:00
50,1,8,8,23/08/2025,8:10:00 AM,12,2025-08-23 08:10:00
44,1,8,8,23/08/2025,8:10:00 AM,12,2025-08-23 08:10:00
45,1,8,8,23/08/2025,8:10:00 AM,12,2025-08-23 08:10:00
72,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
48,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
32,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
52,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
50,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
39,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
40,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
48,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
55,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
55,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
50,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
42,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
35,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
45,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
48,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
35,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
38,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
42,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
38,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
65,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
40,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
45,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
46,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
47,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
45,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
55,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
55,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
47,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
48,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
32,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
35,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
40,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
38,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
50,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
42,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
45,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
28,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
48,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
46,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
40,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
50,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
60,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
42,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
50,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
40,1,8,8,23/08/2025,8:10:00 AM,12,2025-08-23 08:10:00
26,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
45,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
50,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
35,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
45,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
65,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
42,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
55,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
50,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
38,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
45,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
50,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
38,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
42,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
52,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
40,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
45,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
42,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
32,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
48,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
42,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
55,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
46,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
60,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
48,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
42,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
38,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
44,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
35,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
42,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
40,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
50,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
60,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
35,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
35,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
35,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
50,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
48,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
52,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
32,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
45,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
35,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
40,1,8,8,23/08/2025,8:10:00 AM,24,2025-08-23 08:10:00
